sample_id,date,feature_name,location,code,pcs/m,quantity,parent_boundary,length,groupname,city,feature_type,canton
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G81,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G940,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G157,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G182,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G126,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G73,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G96,0.0,0,linth,50.0,waste water,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G148,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G933,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G914,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G147,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G131,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G203,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G11,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G38,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G937,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G193,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G918,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G13,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G930,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G153,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G83,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G125,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G106,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G103,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G112,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G50,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G99,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G97,0.0,0,linth,50.0,waste water,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G9,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G4,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G5,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G151,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G179,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G62,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G181,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G713,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G108,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G107,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G173,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G942,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G43,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G928,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G128,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G908,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G117,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G64,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G907,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G917,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G2,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G900,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G202,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G115,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G906,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G197,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G186,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G167,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G136,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G903,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G132,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G927,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G36,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G902,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G129,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G6,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G53,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G92,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G37,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G199,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G71,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G133,0.0,0,linth,50.0,waste water,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G138,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G80,0.0,0,linth,50.0,plastic pieces,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G190,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G59,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G39,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G29,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G68,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G161,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G14,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G183,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G61,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G105,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G113,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G104,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G55,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G109,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G123,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G150,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G114,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G140,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G195,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G118,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G176,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G925,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G17,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G116,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G63,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G913,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G19,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G102,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G49,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G944,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G111,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G945,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G60,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G119,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G52,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G172,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G143,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G41,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G188,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G162,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G40,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G999,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G141,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G207,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G174,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G160,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G84,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G94,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G196,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G185,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G932,0.0,0,linth,50.0,waste water,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G214,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G1,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G166,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G180,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G56,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G88,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-03-24')",2018-03-24,sihl,sihl_menzingen_kucharska_magdalena,G205,0.0,0,linth,50.0,unclassified,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G200,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G48,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G79,0.0,0,linth,50.0,plastic pieces,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G170,0.0,0,linth,50.0,agriculture,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G27,0.0,0,linth,50.0,tobacco,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G709,0.0,0,linth,50.0,recreation,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G100,0.0,0,linth,50.0,waste water,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G204,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G705,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G919,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G178,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G93,0.0,0,linth,50.0,infrastructure,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G24,0.0,0,linth,50.0,food and drink,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G78,0.0,0,linth,50.0,plastic pieces,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G122,0.0,0,linth,50.0,micro plastics (< 5mm),Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G915,0.0,0,linth,50.0,personal items,Menzingen,r,Zug
"('sihl_menzingen_kucharska_magdalena', '2018-02-26')",2018-02-26,sihl,sihl_menzingen_kucharska_magdalena,G146,0.0,0,linth,50.0,packaging non food,Menzingen,r,Zug
