sample_id,date,feature_name,location,code,pcs/m,quantity,parent_boundary,length,groupname,city,feature_type,canton
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G939,0.0,0,ticino,73.0,personal items,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G22,0.0,0,ticino,73.0,infrastructure,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G149,0.0,0,ticino,73.0,packaging non food,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G89,0.0,0,ticino,73.0,infrastructure,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G165,0.0,0,ticino,73.0,food and drink,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G31,0.0,0,ticino,73.0,food and drink,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G201,0.0,0,ticino,73.0,food and drink,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G67,0.0,0,ticino,73.0,agriculture,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G938,0.0,0,ticino,73.0,food and drink,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G137,0.0,0,ticino,73.0,personal items,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G213,0.0,0,ticino,73.0,recreation,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G76,0.0,0,ticino,73.0,plastic pieces,Gambarogno,l,Ticino
"('pacha-mama-gerra', '2020-08-10')",2020-08-10,lago-maggiore,pacha-mama-gerra,G98,0.0,0,ticino,73.0,waste water,Gambarogno,l,Ticino
